question_id	verdict	summary	timestamp
Q24.6	WARNING	Hygiene cron running (daily 4am) but 0 archived to date (no active memories met criteria yet); hygiene is active-only soft-delete only (marks superseded_by=auto-archive); no DETACH DELETE GC cron for consolidation-superseded memories; ~15099 superseded in corpus; 11000+ memories 30d+ past consolidation date; GC window open, no scheduled cleanup	2026-03-16T10:35:00Z
Q24.7	FAILURE	Ghost-user decay fix NOT deployed; get_distinct_user_ids() scans all 21043 points (no superseded_by IS NULL filter); 7 proc=0 ghost user entries per slot confirmed; 28+ wasted scroll operations/day; Q21.5 IS NULL filter fix undeployed	2026-03-16T10:40:00Z
Q24.8	FAILURE	Reconcile audit trail fix NOT deployed; GET /admin/audit?action=reconcile returns 0 entries; neither reconcile.py nor ops.py has log_audit() call; Q21.6 9-LOC fix unimplemented; reconcile execution history unverifiable; Q20.1 observability gap persists	2026-03-16T10:45:00Z
Q25.1	25	DOMAIN-1	FAILURE	_user_conditions(None) still returns []; 14th consecutive wave; 2 full-corpus runs per slot confirmed in 21/22 observable slots; 3-7d cohort ratio unstable (stability-adjusted decay); fix not deployed
Q25.2	25	DOMAIN-5	FAILURE	neo4j_store.py:391 m.importance=0.0 unchanged; 92 mismatches (1 day post-Sunday reconcile repair, same as Q24.2 baseline); ~796/day accumulation cycle continues
Q25.3	25	DOMAIN-4	FAILURE	consolidation.py:235 Memory() constructor still missing user_id= argument; ~796 merged memories/day with user_id=None; no change from Q24.5
Q25.4	25	DOMAIN-3	WARNING	purge endpoint uses scroll_all(include_superseded=False); 1081 active memories purge-eligible; consolidation-superseded GC gap persists — no mechanism for superseded memory deletion
Q25.5	25	DOMAIN-1	HEALTHY	0 memories meet all hygiene criteria; oldest memory is 28 days old; first hygiene batch expected 2026-03-17; double-decay accelerating eligibility buildup
Q25.6	25	DOMAIN-1	HEALTHY	Mar 15 anomaly is isolated catch-up from Q22.9 outage slot; no recurring burst pattern; Q22.1 2x model remains accurate; 20 raw bursts are all normal double-decay pairs
Q25.7	25	DOMAIN-1	FAILURE	neither IS NULL filter nor consolidation user_id fix deployed; 7 proc=0 ghost entries per slot; ghost re-accumulation path open (new user_id=None merged memories created daily)
Q26.1	26	DOMAIN-1	INCONCLUSIVE	Hygiene first-archival not yet occurred; measurement 2d before expected 2026-03-17 event; 0 auto_archive entries; hygiene audit instrumentation confirmed present (action=auto_archive per-memory)
Q26.2	26	DOMAIN-1	FAILURE	Double-decay fix not deployed (15th consecutive wave); _user_conditions(None) still returns []; 2 full-corpus runs per slot confirmed; cohort ratio formula requires stability normalization
Q26.3	26	DOMAIN-1	WARNING	Floor-clamped count 673 (+41 from Q23.1 baseline 632, +6.5%); 179.5 importance-units stolen; first hygiene batch NOT inflated by double-decay for 30d+ cohort (all near floor regardless)
Q26.4	26	DOMAIN-5	FAILURE	mark_superseded fix not deployed (3rd consecutive); neo4j_store.py:391 unchanged; 124 mismatches on same-day Sunday (higher than 1d-post baselines, confirms same-day re-accumulation); weekly cycle 3rd data point
Q26.5	26	DOMAIN-4	WARNING	1833 active consolidation-source memories with user_id=None (30.7% of active corpus); IS NULL-only deployment gives temporary ghost relief but re-accumulation within weeks; co-deployment required
Q26.6	26	DOMAIN-3	WARNING	15130 superseded (+23 vs Q25.4); 0 GC-eligible (corpus started Feb 14 — no 30d+ memories yet); Q24.6 11000-eligible estimate was incorrect; first GC-eligible cohort tomorrow; scan 5.94s stable
Q26.7	26	DOMAIN-5	FAILURE	Reconcile audit fix not deployed (2nd consecutive); hygiene.py:49 HAS log_audit(action=auto_archive) instrumentation; asymmetric gap: reconcile invisible, hygiene will be visible when first batch fires
Q27.1	27	DOMAIN-1	INCONCLUSIVE	Hygiene first-archival: 42.5h before expected event (2026-03-17T04:00 UTC); 0 auto_archive audit entries; hygiene.py:49 instrumentation confirmed; re-verify on/after 2026-03-17
Q27.2	27	DOMAIN-3	WARNING	0 GC-eligible today; Q26.6 estimate corrected again: first consolidation ran 2026-02-19 (not 2026-02-14); first eligible 2026-03-21T19:12 UTC (6 days); superseded pool 15130 unchanged; Q21.3 cron unimplemented
Q27.3	27	DOMAIN-1	FAILURE	Double-decay inflation queue 1332 memories (FAILURE threshold 500); 89.2% of 7-10d memories below 0.3 importance; double-decay halves time-to-threshold (2.1d→1.1d) and time-to-floor (9.5d→4.7d)
Q27.4	27	DOMAIN-1	WARNING	432 permanently stuck floor-clamped (WARNING range 200-500); 234 Cat-B consolidation-source may recover; 7 Cat-A accessible; 673 total floor-clamped (Q26.3 confirmed); all Cat-C archived within 23 days
Q27.5	27	DOMAIN-4	FAILURE	Consolidation user_id fix not deployed (3rd consecutive); consolidation.py:235 Memory() still missing user_id=; qdrant.py:1143 IS NULL filter still absent; ghost re-accumulation continuing
Q27.6	27	DOMAIN-5	FAILURE	Reconcile audit fix not deployed (3rd consecutive); 0 log_audit() in reconcile.py/ops.py; 0 reconcile audit entries; auto_archive still 0 (hygiene first batch pending 2026-03-16T04:00 UTC)
Q27.7	27	DOMAIN-1	WARNING	3289 memories in hygiene pipeline (54.8% active corpus); peak archival Week 14 March 29-Apr4 (221/day vs 187 new); corpus temporarily shrinks; double-decay does NOT inflate archival count (both regimes archive same at 30d); damages info quality days 0-10 only
Q28.1	28	DOMAIN-1	INCONCLUSIVE	Hygiene first archival re-verify: auto_archive still 0 as of 2026-03-15T10:15 UTC; target cron 2026-03-16T04:00 UTC ~18h away; instrumentation confirmed present; re-verify after target time
Q28.2	28	DOMAIN-1	FAILURE	Double-decay fix not deployed (17th consecutive); qdrant.py:114 _user_conditions(None) returns [] unchanged; two full-corpus decay_run entries per slot (processed=6002 each); audit field corrected to details.processed
Q28.3	28	DOMAIN-1	INCONCLUSIVE	Double-decay archival count parity: Q28.1 prerequisite not met; first hygiene batch not yet fired; Q27.7 analytical parity proof stands (both regimes archive same at 30d); empirical verification pending
Q28.4	28	DOMAIN-3	INCONCLUSIVE	GC-eligible cohort: 2026-03-21T19:12 UTC target is 6 days away; 0 GC-eligible memories today; superseded pool at 15130; re-verify on/after 2026-03-21T19:12 UTC
Q28.5	28	DOMAIN-4	FAILURE	Consolidation user_id fix not deployed (4th consecutive); consolidation.py:235 Memory() still missing user_id=; qdrant.py:1143 IS NULL filter still absent; null-uid pool growing ~796/day
Q28.6	28	DOMAIN-5	FAILURE	Reconcile audit fix not deployed (4th consecutive); 0 log_audit() in reconcile.py/ops.py; reconcile sole remaining maintenance worker without observability
Q28.7	28	DOMAIN-1	INCONCLUSIVE	Hygiene Week 13 batch (Mar 22-28 ~128/day): depends on Q28.1 data; target dates 7-13 days away; re-verify starting 2026-03-22
